"DNAJB4,7.841036791,"
"GIPC2,6.364003603,"
"PTGFR,6.518137889,"
"IFI44L,10.1331456,"
"IFI44,8.357277082,"
"LPHN2,8.4572729,"
"ARID3B,6.562750792,"
"PRKACB,8.096391939,"
"SAMD13,4.428113454,"
"DNASE2B,4.495674196,"
"RPF1,7.521405427,"
"SPATA1,4.49769138,"
"WDR63,5.287661708,"
"CYR61,10.06821487,"
"CLCA2,5.066046567,"
"CLCA1,4.522949331,"
"CLCA4,4.790763979,"
"CLCA3P,4.345498195,"
"SH3GLB1,9.519460446,"
"HS2ST1,7.681565184,"
"LOC339524,8.788260745,"
"LMO4,7.020058239,"
"PKN2,8.82610682,"
"GBP6,4.862653133,"
"LRRC8B,7.602800875,"
"LRRC8C,8.571741562,"
"LRRC8D,8.319083737,"
"ZNF326,7.087298533,"
"CDC7,5.102176025,"
"HSP90B3P,4.8916173,"
"BRDT,4.151493772,"
"EPHX4,5.674723354,"
"BTBD8,5.964957831,"
"KIAA1107,7.335688234,"
"C1orf146,3.508711287,"
"RPAP2,7.519995753,"
"RPL5,11.87491447,"
"SNORD21,5.883846835,"
"MTF2,7.342599533,"
"CCDC18,5.498021055,"
"DR1,8.701264751,"
"FNBP1L,7.926507763,"
"ABCD3,7.480187132,"
"SLC44A3,6.004308521,"
"TMEM56,7.412135699,"
"RWDD3,6.115548753,"
"PTBP2,8.115239527,"
"SNX7,6.138606892,"
"LPPR4,6.98904335,"
"PALMD,10.39030472,"
"AGL,7.557667029,"
"SLC35A3,6.922261587,"
"HIAT1,8.810491854,"
"CCDC76,7.2539799,"
"RTCD1,8.375491837,"
"CDC14A,6.944995509,"
"GPR88,7.604352198,"
"VCAM1,7.648327777,"
"SLC30A7,8.357874481,"
"S1PR1,7.699315275,"
"HEJ1,4.588246394,"
"RNPC3,9.770939855,"
"AMY2B,7.224426306,"
"AMY2A,7.067378554,"
"AMY1A,6.462984338,"
"PRMT6,5.967808345,"
"NTNG1,5.162543189,"
"NBPF4,6.016306297,"
"NBPF6,6.165066243,"
"FAM102B,7.586771878,"
"PRPF38B,7.749496227,"
"FNDC7,4.481552919,"
"STXBP3,7.326698197,"
"LOC642864,4.629034081,"
"GPSM2,6.894571922,"
"TMEM167B,9.085419871,"
"KIAA1324,8.158565503,"
"SARS,8.922776639,"
"CELSR2,6.991611725,"
"SYPL2,6.590716687,"
"ATXN7L2,6.865750298,"
"CYB561D1,7.002067623,"
"GPR61,6.536814213,"
"GNAI3,7.72431078,"
"MIR197,7.922281621,"
"AMPD2,7.590656419,"
"GSTM4,8.361702043,"
"GSTM2,9.048362201,"
"GSTM1,7.54029969,"
"GSTM5,8.076599016,"
"CSF1,9.146860325,"
"AHCYL1,9.073945845,"
"FAM40A,8.070145977,"
"UBL4B,5.349335456,"
"SLC6A17,5.401453241,"
"KCNC4,7.259663291,"
"RBM15,7.494922134,"
"PROK1,6.386164247,"
"CD53,9.337776768,"
"CEPT1,9.085385646,"
"CHI3L2,5.396275708,"
"LOC149620,5.002559554,"
"CHIA,5.200214937,"
"C1orf88,5.385118799,"
"ATP5F1,6.894307445,"
"C1orf162,9.463571634,"
"RAP1A,8.107065925,"
"DDX20,6.794581698,"
"CTTNBP2NL,8.548555256,"
"WNT2B,7.189336418,"
"CAPZA1,8.542731996,"
"MOV10,9.061959834,"
"FAM19A3,6.502485079,"
"LOC128322,5.597463662,"
"AKR7A2P1,6.596777892,"
"LRIG2,7.760972738,"
"MAGI3,7.14781055,"
"DCLRE1B,6.779587966,"
"HIPK1,9.929338269,"
"OLFML3,8.531731002,"
"SYCP1,3.347192827,"
"TSHB,3.599869042,"
"VANGL1,6.633928382,"
"SLC22A15,6.047958318,"
"C1orf161,4.506228053,"
"ATP1A1,9.413529147,"
"C1orf137,3.787409988,"
"CD2,6.83481716,"
"PTGFRN,7.973843023,"
"CD101,5.239649579,"
"TTF2,6.786806325,"
"MAN1A2,8.103681888,"
"FAM46C,6.665196938,"
"WDR3,5.950238686,"
"HAO2,5.571575457,"
"HSD3B2,5.429910669,"
"HSD3B1,5.436684555,"
"HSD3BP4,5.072659386,"
"PHGDH,8.924169587,"
"FAM72D,6.497458959,"
"HIST2H2BA,9.856357038,"
"SRGAP2,9.654931539,"
"LOC51152,6.885572841,"
"SRGAP2P2,9.969323369,"
"NBPF9,11.48769633,"
"NBPF1,12.04462815,"
"NBPF10,11.9221182,"
"NBPF14,12.05317959,"
"NBPF16,10.42530483,"
"SEC22B,9.034366177,"
"NOTCH2NL,10.73286562,"
"HFE2,5.864823808,"
"TXNIP,12.48880061,"
"ANKRD34A,6.509093568,"
"LIX1L,9.044649879,"
"RBM8A,6.953798669,"
"PEX11B,8.676219829,"
"ITGA10,5.717984974,"
